"","ID","BP_PA"
"390",390,3.04541608101683e-07
"391",391,2.54008480032129e-05
"392",392,3.79887430778495e-06
"393",393,4.82490738593599e-09
"394",394,4.4866341115645e-05
"395",395,2.04535145749121e-05
"396",396,2.73176725125337e-06
"397",397,4.9466522272525e-05
"398",398,0
"399",399,5.06038138554227e-05
"400",400,4.23227229336473e-05
"401",401,6.15182130183487e-05
"402",402,1.16296407059813e-05
"403",403,0.000130399447629496
"404",404,6.76911206296392e-05
"405",405,7.91192043573417e-06
"406",406,0.00017759424570436
"407",407,8.58687878184584e-05
"408",408,6.77776789280144e-05
"409",409,9.67024061431543e-05
"410",410,0
"411",411,0
"412",412,1.07414939848609e-05
"413",413,4.73854622981872e-07
"414",414,0.000103954377053219
"415",415,1.84568298026277e-05
"416",416,3.06755050645635e-05
"417",417,1.72824563112723e-05
"418",418,2.45765880283154e-06
"419",419,4.43628775610098e-05
"420",420,6.95494581382383e-05
"421",421,7.89517547083435e-05
"422",422,0.00020460352210491
"423",423,4.01961495905593e-05
"424",424,6.80567069479969e-05
"425",425,1.22823962093938e-05
"426",426,2.76160001804146e-05
"427",427,1.03151528389529e-05
"428",428,3.33985820384364e-05
"429",429,1.10523698424353e-05
"430",430,0
"431",431,0
"432",432,1.12618382595683e-07
"433",433,5.80901083842564e-05
"434",434,0.000135019416146049
"435",435,6.02784974266208e-06
"436",436,8.50899025634822e-06
"437",437,5.13944298836244e-06
"438",438,3.8316732101453e-05
"439",439,1.10338376217399e-05
"440",440,3.48147803393702e-08
"441",441,4.21036343841851e-07
"442",442,0.000108678245047786
"443",443,2.66252621173683e-06
"444",444,4.65548344922869e-05
"445",445,7.28089664645626e-06
"446",446,2.88422658484474e-05
"447",447,1.20959100737908e-05
"448",448,1.10585823614886e-05
"449",449,3.47640735709956e-06
"450",450,7.45422174471374e-06
"451",451,1.76403340615884e-05
"452",452,1.93509688181554e-05
"453",453,7.94929012783469e-05
"454",454,7.15005965563866e-05
"455",455,0.000126307484254185
"456",456,1.61573574253234e-05
"457",457,9.38552823612926e-05
"458",458,7.45440568572543e-05
"459",459,4.06215335615052e-05
"460",460,2.22639686947126e-05
"461",461,1.92630771568972e-05
"462",462,3.40652606346004e-05
"463",463,4.36774140827195e-05
"464",464,5.78779271853545e-05
"465",465,5.40128565390336e-05
"466",466,1.81183230271083e-05
"467",467,7.31654346541173e-05
"468",468,0
"469",469,4.76150449658954e-07
"470",470,4.64732612151522e-05
"471",471,6.90521067971247e-06
"472",472,4.13863228340349e-05
"473",473,4.37719921518963e-06
"474",474,1.37726130891976e-05
"475",475,1.06998942078843e-05
"476",476,3.01442642359373e-06
"477",477,4.76127402264617e-06
"478",478,9.76749027131145e-05
"479",479,9.25174465775518e-06
"480",480,9.00767034644518e-05
"481",481,0
"482",482,0
"483",483,8.45560456631623e-08
"484",484,0
"485",485,3.69398223670083e-08
"486",486,4.73095409510768e-05
"487",487,1.6924707349271e-05
"488",488,1.16933603462115e-05
"489",489,2.62011105799182e-05
"490",490,9.85702749736656e-06
"491",491,0
"492",492,2.11844818738949e-05
"493",493,8.43633257028476e-05
"494",494,1.32153282232213e-05
"495",495,6.93736862119987e-06
"496",496,1.13287155953003e-05
"497",497,0
"498",498,0
"499",499,8.33225504553962e-08
"500",500,6.00447448513791e-07
"501",501,1.37653491646274e-05
"502",502,7.25070471615069e-05
"503",503,0.000226369349673433
"504",504,0.000101058556071366
"505",505,4.69106198887465e-17
"506",506,0.000140098691283752
"507",507,3.89650903603261e-05
"508",508,6.88200119580371e-05
"509",509,0
"510",510,2.99078563836091e-05
"511",511,8.33615673387068e-06
"512",512,4.25514370832004e-05
"513",513,3.51269090826166e-06
"514",514,2.66270707997682e-05
"515",515,5.16424657485754e-05
"516",516,2.00099351849498e-05
"517",517,8.04703995415901e-06
"518",518,4.66706537691218e-05
"519",519,5.49082593927995e-05
"520",520,2.43567336975878e-06
"521",521,2.72631050398332e-06
"522",522,4.54961722230602e-05
"523",523,1.19733528207326e-05
"524",524,0
"525",525,6.70820721102101e-07
"526",526,0
"527",527,0
"528",528,6.52307988001771e-07
"529",529,1.20692899893964e-06
"530",530,1.12835848597221e-05
"531",531,2.94707692072739e-05
"532",532,0
"533",533,2.61297137436637e-05
"534",534,6.77573895286044e-05
"535",535,2.88190381719817e-05
"536",536,5.49414705081873e-05
"537",537,5.71948299841725e-05
"538",538,4.18307908824854e-06
"539",539,3.94391410502512e-05
"540",540,2.1078501561718e-05
"541",541,0.000170193757225601
"542",542,1.97321320402544e-05
"543",543,5.60910597658164e-05
"544",544,1.67750176123454e-05
"545",545,2.47581177571487e-05
"546",546,1.23699818540759e-05
"547",547,6.31120216903353e-05
"548",548,2.12958332428475e-05
"549",549,0.000125136171838807
"550",550,1.3411254230065e-05
"551",551,1.38427424701757e-05
"552",552,8.0041201443044e-06
"553",553,2.69664471830981e-05
"554",554,2.17115214329398e-05
"555",555,5.53466597187945e-07
"556",556,0
"557",557,3.12979177837721e-07
"558",558,0
"559",559,4.36839969089784e-05
"560",560,3.67758776529653e-07
"561",561,2.14927757507003e-05
"562",562,2.47608590411214e-07
"563",563,2.70504032292636e-05
"564",564,7.73843400537165e-05
"565",565,7.90890384980541e-06
"566",566,6.66005054599633e-06
"567",567,3.37045137998485e-05
"568",568,4.18456397992854e-05
"569",569,4.04855211236568e-05
"570",570,4.76650292261135e-06
"571",571,7.85310583226975e-06
"572",572,2.45857991859769e-05
"573",573,6.71874668483655e-05
"574",574,6.12414043023932e-05
"575",575,3.23125862978458e-05
"576",576,2.98393083527605e-05
"577",577,4.55587860155477e-05
"578",578,5.12398422716041e-05
"579",579,2.09074865163558e-05
"580",580,6.07790894820324e-06
"581",581,2.04173046675709e-07
"582",582,1.84959600534218e-05
"583",583,4.68466436627234e-06
"584",584,5.20274401920125e-05
"585",585,4.71656784158914e-06
"586",586,1.14727477516294e-06
"587",587,0
"588",588,6.90881176058e-06
"589",589,0.00013329019547671
"590",590,7.57561382318344e-05
"591",591,9.06829912375171e-05
"592",592,4.49539958732952e-05
"593",593,1.91189756788949e-05
"594",594,1.28844418163625e-05
"595",595,2.33977151792542e-05
"596",596,2.7535654742385e-06
"597",597,1.68309020974965e-06
"598",598,1.32661017483656e-06
"599",599,4.34231205618559e-06
"600",600,2.71058627294068e-06
"601",601,1.65816786348637e-05
"602",602,2.41302729708651e-05
"603",603,0
"604",604,8.40136087774845e-06
"605",605,9.03684209170838e-05
"606",606,4.47976368295434e-07
"607",607,5.37815092837524e-05
"608",608,1.79216550882747e-05
"609",609,4.35712378792345e-05
"610",610,5.49548999499917e-06
"611",611,0
"612",612,5.13454518609538e-05
"613",613,0
"614",614,2.5852192910188e-05
"615",615,3.66740164872813e-05
"616",616,0
"617",617,3.480419591255e-11
"618",618,3.57934020543299e-05
"619",619,7.73571759873155e-07
"620",620,1.08896214674171e-05
"621",621,9.25457248939362e-05
"622",622,0
"623",623,1.79585430760597e-05
"624",624,4.25118931091987e-05
"625",625,1.75352060608499e-05
"626",626,4.26742536696829e-05
"627",627,8.48166183493445e-05
"628",628,0
"629",629,2.87949351760407e-05
"630",630,4.07453205508153e-05
"631",631,1.13358259153018e-06
"632",632,4.49577904358319e-05
"633",633,3.88765566228691e-05
"634",634,0
"635",635,3.85346111053291e-06
"636",636,9.03730763474256e-05
"637",637,2.76105407512635e-06
"638",638,2.4730761454379e-05
"639",639,0
"640",640,0
"641",641,0
"642",642,6.7055667250605e-05
"643",643,4.34479110756962e-06
"644",644,6.43643461970575e-05
"645",645,0
"646",646,3.39153813999268e-06
"647",647,0.000123818612796528
"648",648,7.91104729091964e-07
"649",649,3.78055814843372e-05
"650",650,0.000247722952956991
"651",651,8.45141242913735e-05
"652",652,0
"653",653,0
"654",654,3.20267982484918e-05
"655",655,1.2359931340115e-05
"656",656,2.26595856123623e-05
"657",657,9.34084204144079e-06
"658",658,4.13973307495611e-06
"659",659,1.8148169804119e-05
"660",660,1.23403437919684e-06
"661",661,9.50219528516738e-06
"662",662,3.96359083694753e-06
"663",663,3.56119931849284e-06
"664",664,1.27704236860191e-05
"665",665,1.49731891831717e-05
"666",666,0
"667",667,2.73112795658783e-06
"668",668,3.00334930236493e-06
"669",669,4.94339276681255e-05
"670",670,4.43029222605359e-05
"671",671,2.08967746487832e-05
"672",672,3.69107856754368e-05
"673",673,2.93913857549621e-05
"674",674,1.17124656368862e-05
"675",675,3.3013579435833e-05
"676",676,2.43903111902884e-05
"677",677,5.54559777226809e-05
"678",678,9.57074577996117e-05
"679",679,1.47654189124864e-05
"680",680,1.82715257883568e-05
"681",681,3.05141406143033e-05
"682",682,6.23803851944418e-05
"683",683,2.85852718049818e-05
"684",684,1.82990413168605e-05
"685",685,7.06408037914592e-05
"686",686,6.67368011548924e-05
"687",687,2.8999305936347e-05
"688",688,4.17261922826317e-05
"689",689,9.06259461460475e-05
"690",690,2.34851972741928e-05
"691",691,4.63499117788236e-05
"692",692,5.96781680910725e-05
"693",693,8.59000275263469e-05
"694",694,7.13507901949791e-05
"695",695,4.4381116781341e-05
"696",696,1.67721585058971e-05
"697",697,0.000125124706486487
"698",698,0.000107716210522844
"699",699,6.28013321444164e-05
"700",700,4.21059185981007e-05
"701",701,7.70890598234752e-05
"702",702,0.000121588359847719
"703",703,6.14254893162227e-05
"704",704,4.41048360872906e-05
"705",705,0.000124855355757516
"706",706,0.000109099931789984
"707",707,0.00010958402169604
"708",708,4.3101313961139e-05
"709",709,8.87909834392968e-05
"710",710,9.30762192270917e-05
"711",711,2.19325626516071e-05
"712",712,5.08790875197495e-06
"713",713,5.78468997627804e-05
"714",714,5.27743869022479e-05
"715",715,1.3718297474681e-05
"716",716,4.05698686985704e-05
"717",717,2.48197328303496e-05
"718",718,5.59343426652875e-06
"719",719,1.19970066512286e-05
"720",720,3.41056642994486e-05
"721",721,2.96730112919012e-05
"722",722,4.31249506134534e-05
"723",723,4.1740390755065e-05
"724",724,7.2740323955932e-06
"725",725,3.96894116476527e-06
"726",726,1.25925671274052e-05
"727",727,2.12647504672707e-05
"728",728,9.03848006153785e-06
"729",729,6.28615784823862e-05
"730",730,3.58753286510096e-06
"731",731,2.06213686318305e-05
"732",732,3.43330825616939e-09
"733",733,4.09113465987314e-05
"734",734,6.05849180313261e-05
"735",735,9.75073411666649e-05
"736",736,0.000102395268612408
"737",737,2.848909150048e-05
"738",738,3.55286945406615e-05
"739",739,3.65352108632254e-05
"740",740,3.76891419444027e-05
"741",741,4.62091510396708e-05
"742",742,7.19179766753533e-05
"743",743,1.07950691588283e-05
"744",744,0.000125446729382771
"745",745,6.78683711577472e-05
"746",746,5.73252269663657e-05
"747",747,1.68811237592557e-05
"748",748,9.16700948905266e-05
"749",749,1.80832314105283e-06
"750",750,5.49012604041391e-06
"751",751,3.9197736148978e-05
"752",752,2.79845015702684e-05
"753",753,4.99008380560149e-05
"754",754,1.96221828160625e-05
"755",755,3.43244410469004e-05
"756",756,2.08741628718027e-05
"757",757,1.73862576533459e-05
"758",758,1.76224748250509e-05
"759",759,2.21127749398183e-05
"760",760,4.90271426011284e-05
"761",761,8.85773785677035e-05
"762",762,7.11672401087139e-05
"763",763,3.06767491402776e-05
"764",764,8.28009858826927e-05
"765",765,1.4385596385342e-05
"766",766,5.76516771908323e-05
"767",767,0
"768",768,4.41494770181168e-05
"769",769,0
"770",770,0
"771",771,0
"772",772,0
"773",773,9.43048126156048e-07
"774",774,0
"775",775,0
"776",776,0
"777",777,0
"778",778,2.23178423010477e-06
"779",779,1.00051420801606e-07
"780",780,8.27968943430338e-08
"781",781,0
"782",782,5.15267273826882e-07
"783",783,1.67165137509879e-06
"784",784,4.37906587256818e-05
"785",785,3.77421758891243e-07
"786",786,1.57742996507986e-07
"787",787,9.71008533213666e-07
"788",788,0
"789",789,2.59990687241043e-06
"790",790,4.108410114609e-05
"791",791,4.44931931152708e-06
"792",792,0
"793",793,0
"794",794,2.45024293462848e-05
"795",795,0.000105492763070003
"796",796,2.62738022491487e-05
"797",797,1.65284555813878e-06
"798",798,3.28338954199506e-06
"799",799,0.000109373512841238
"800",800,6.1564081352063e-05
"801",801,4.56002875273102e-06
"802",802,2.55519415218528e-06
"803",803,1.38553243373825e-05
"804",804,5.77699691071828e-06
"805",805,1.1764011440052e-06
"806",806,1.01498309220589e-06
"807",807,1.71891851058517e-06
"808",808,0
"809",809,2.68533224286484e-05
"810",810,1.07235942189354e-05
"811",811,4.08960085832156e-05
"812",812,1.57451564204693e-05
"813",813,2.60293169602837e-05
"814",814,0.00010194556033522
"815",815,3.64272600182115e-05
"816",816,7.34023830638476e-05
"817",817,2.5530732479655e-05
"818",818,1.36917890187378e-05
"819",819,8.28612296967158e-05
"820",820,3.68371651782088e-05
"821",821,0.0001038231044585
"822",822,0.000146377818404844
"823",823,0.00012894226128333
"824",824,0.000727168343303898
"825",825,2.75419529664295e-05
"826",826,5.60851591279131e-05
"827",827,4.0219205822504e-05
"828",828,5.78203739751584e-05
"829",829,0
"830",830,0
"831",831,2.50544595249505e-06
"832",832,4.82243004126458e-05
"833",833,5.14611318705208e-05
"834",834,1.47787115750805e-05
"835",835,0
"836",836,0
"837",837,1.81810489865089e-05
"838",838,1.49693440012171e-05
"839",839,3.19316497863586e-05
"840",840,4.93394324547979e-05
"841",841,4.2801196071674e-05
"842",842,9.56903952760946e-05
"843",843,2.92814858024616e-05
"844",844,1.17126299523583e-05
"845",845,7.69334739493782e-06
"846",846,2.95377646362302e-06
"847",847,2.04834610640059e-05
"848",848,2.06638534692374e-07
"849",849,5.60881207196468e-06
"850",850,2.26585399928674e-05
"851",851,9.13923300540529e-06
"852",852,1.49220652504047e-05
"853",853,7.03752403470716e-05
"854",854,4.7724991464735e-05
"855",855,3.63096293754216e-05
"856",856,1.82451847560382e-05
"857",857,6.24656719096862e-06
"858",858,5.42879908646495e-05
"859",859,7.42048575126656e-05
"860",860,3.64252935177826e-05
"861",861,5.91936053543188e-05
"862",862,3.39632662614255e-05
"863",863,1.95523513093799e-05
"864",864,0.000320293529481851
"865",865,9.8724647692865e-05
"866",866,0.000298048943272464
"867",867,1.59295481058547e-05
"868",868,1.53515515967163e-07
"869",869,9.73523461231267e-09
"870",870,2.78357637027003e-05
"871",871,3.01458773366653e-05
"872",872,9.0296766297259e-05
"873",873,3.92962110554231e-05
"874",874,3.34267194995958e-05
"875",875,5.29486424527699e-05
"876",876,1.13265877116437e-05
"877",877,7.11965915762097e-05
"878",878,3.29392951321614e-05
"879",879,0.000116379974978107
"880",880,9.97003411093519e-05
"881",881,0.000134586823980386
"882",882,1.20613258216611e-05
"883",883,0.000121086880538871
"884",884,5.43522283609636e-05
"885",885,7.59483810333198e-05
"886",886,7.25248914679138e-05
"887",887,8.16531703491787e-05
"888",888,0.000105705785760876
"889",889,6.22468123500215e-05
"890",890,7.20389067389117e-05
"891",891,0.000122246404970059
"892",892,0.000105602513694158
"893",893,1.65595223529961e-05
"894",894,7.16423458643826e-05
"895",895,5.70872567715592e-05
"896",896,0.000110896307038189
"897",897,4.90549071628351e-05
"898",898,6.62330214454173e-05
"899",899,0.000107368675644874
"900",900,9.43083272019775e-05
"901",901,3.61266845586515e-05
"902",902,3.16308555067177e-05
"903",903,6.49908857077031e-05
"904",904,2.47526293251967e-05
"905",905,3.20249035374113e-05
"906",906,6.88517748540498e-06
"907",907,7.7105320891789e-06
"908",908,2.2758607061656e-05
"909",909,1.99853817446616e-05
"910",910,2.06818731086108e-05
"911",911,8.05141073598702e-06
"912",912,7.64340211874662e-06
"913",913,8.54804467343905e-06
"914",914,5.87318691062975e-07
"915",915,1.64244767351927e-06
"916",916,1.58634759981981e-06
"917",917,1.77852974095705e-06
"918",918,7.93116355268702e-07
"919",919,4.39182754179847e-06
"920",920,8.67018723134605e-07
"921",921,2.45095251198848e-05
"922",922,3.0381407638774e-05
"923",923,5.40668159221235e-05
"924",924,1.19963795626551e-05
"925",925,5.63780789016458e-05
"926",926,1.10457355392434e-05
"927",927,6.37808159267088e-05
