GEOID,flood_area
10001040100,4.05117033
10001040201,0.920161645
10001040203,13.19519402
10001040204,0.384118832
10001040205,0.008746187
10001040206,0.707687202
10001040501,0.445687623
10001040502,5.658541836
10001040700,0.600816707
10001040900,0.279528378
10001041000,4.208824341
10001041101,0.805948112
10001041200,1.364633598
10001041300,0.459061229
10001041400,0.226377474
10001041500,0.287832382
10001041600,0.132464182
10001041701,0.280316812
10001041702,0.775541261
10001041802,2.409381056
10001041803,1.466625248
10001041804,2.409974137
10001042203,2.834756682
10001042204,0.496189346
10001042205,0.45393682
10001042206,0.667456509
10001042207,1.196192649
10001042208,1.81939462
10001042500,1.838528643
10001042802,3.885702043
10001042900,2.370295067
10001043000,3.40849282
10001043202,224.1454374
10001043300,1.18222726
10001043400,5.294306369
10001980000,2.025198242
10003000200,0.063199556
10003000400,0.06916699
10003000500,0.01476983
10003000601,0.07934859
10003000602,0.131012103
10003000900,0.068424147
10003001100,0.027162913
10003001300,0.11353851
10003001902,3.449148273
10003002400,0.001819736
10003002500,0.001939897
10003002600,0.000237632
10003002700,0.732706969
10003002800,0.044570712
10003002900,0.604532595
10003003002,0.445985564
10003010104,0.823177276
10003010105,0.235044187
10003010200,0.047007437
10003010300,0.067835046
10003010400,0.021979824
10003010502,0.227949111
10003010704,0.931110834
10003010800,0.317437432
10003010900,0.218395091
10003011000,0.056856463
10003011100,0.07340028
10003011202,0.07895473
10003011203,0.024575835
10003011204,0.244299952
10003011205,0.026663479
10003011206,0.051576031
10003011400,0.291374522
10003011500,0.00873124
10003011600,0.00139457
10003011700,0.981870833
10003011800,1.771508742
10003011900,0.493655417
10003012000,0.34744008
10003012100,0.206818328
10003012200,0.137646806
10003012300,0.17469977
10003012400,0.68576054
10003012500,0.259063951
10003012600,0.094469525
10003012700,3.34092503
10003012900,1.794853969
10003013000,0.203821518
10003013100,0.097870691
10003013200,0.010069566
10003013300,0.050125932
10003013400,0.057220742
10003013501,1.098441883
10003013505,0.053844221
10003013506,0.066411822
10003013507,0.153700441
10003013508,0.435783509
10003013604,0.23886882
10003013607,0.300163367
10003013608,0.060083091
10003013610,1.068498004
10003013611,0.026508062
10003013612,0.185188999
10003013613,0.212044941
10003013614,0.418451203
10003013615,1.21893277
10003013700,0.491904113
10003013800,4.381911775
10003013901,0.013070634
10003013903,0.524234474
10003013905,0.519209034
10003013906,0.119334363
10003014000,0.155412668
10003014100,0.217213058
10003014200,0.28652218
10003014301,0.858435303
10003014302,0.180298127
10003014402,0.467303348
10003014403,0.001111642
10003014404,0.839086079
10003014501,0.102508181
10003014702,0.249609914
10003014703,0.232664111
10003014706,0.576167455
10003014803,0.636283765
10003014808,1.709962945
10003014809,0.242931487
10003014810,1.151651974
10003014813,0.002870903
10003014814,0.416419075
10003014903,0.502933237
10003014906,0.389600496
10003014907,0.310867029
10003015000,3.890335674
10003015100,0.316322722
10003015200,3.387666548
10003015400,0.555514683
10003015502,0.837837057
10003015802,1.022249395
10003015900,0.110726972
10003016000,0.076237919
10003016100,1.919997842
10003016200,1.738741405
10003016301,0.176355005
10003016306,0.144017648
10003016307,0.157177352
10003016308,4.57675118
10003016309,0.621633715
10003016401,1.109119163
10003016404,8.384744676
10003016608,27.52167071
10003016611,0.748568449
10003016612,1.755994209
10003016613,0.237844717
10003016614,1.666914349
10003016806,0.94935628
10003016807,13.60420694
10003016808,3.466077816
10003016901,3.367612354
10003016904,40.26098229
10005050101,1.142080807
10005050103,77.95160685
10005050104,0.734297652
10005050105,2.519124102
10005050801,3.727359137
10005050805,1.243259683
10005050806,3.80578575
10005050807,0.12357224
10005050808,0.205425722
10005050903,2.949433783
10005050904,0.311635757
10005050905,47.71364233
34001011300,0.274977198
34005700102,0.153133816
34005700103,0.764973217
34005700104,1.267478108
34005700200,0.496593862
34005700303,1.926601728
34005700304,0.563124374
34005700305,0.664435088
34005700306,0.141824617
34005700307,0.306741332
34005700401,0.232298181
34005700402,0.255431506
34005700403,0.06853003
34005700405,0.037076595
34005700407,0.207833244
34005700408,0.313412384
34005700501,0.516382066
34005700502,0.797079336
34005700503,0.393018815
34005700504,0.125783087
34005700505,2.02439406
34005700602,1.302098093
34005700603,1.309232602
34005700605,0.047837536
34005700701,0.330406064
34005700702,0.023352
34005700703,0.91756891
34005700800,2.242817198
34005700900,0.282991469
34005701001,0.046804869
34005701002,0.012996417
34005701102,0.258807032
34005701103,2.176316261
34005701104,0.980017095
34005701105,0.354565101
34005701201,1.277507557
34005701203,2.450071017
34005701204,0.787190657
34005701205,1.798842367
34005701301,0.202148357
34005701302,0.131279664
34005701303,1.192413016
34005701401,5.021606618
34005701402,0.321563734
34005701502,1.786849044
34005701700,0.374047411
34005702101,0.310765449
34005702203,5.970635128
34005702204,2.902814923
34005702206,4.591085378
34005702207,2.859222719
34005702208,9.823255905
34005702209,0.962199526
34005702210,0.215692634
34005702300,0.334140354
34005702400,9.532407181
34005702500,2.196940214
34005702601,0.202658446
34005702603,0.458783631
34005702701,0.620238663
34005702702,3.489267069
34005702801,0.118078615
34005702802,0.168309002
34005702803,0.215441456
34005702804,0.108086267
34005702805,0.111134655
34005702806,0.116206718
34005702807,0.155649827
34005702808,0.149305525
34005702809,0.109485797
34005702810,0.956861644
34005702811,0.298691727
34005702905,1.033328608
34005702906,1.338685892
34005702907,0.594350334
34005702908,0.724571524
34005702909,0.952563989
34005702910,2.58187029
34005702913,0.127272422
34005702914,0.582692081
34005702915,0.101107802
34005702917,0.058597096
34005702918,0.199196275
34005703000,4.038432613
34005703102,2.671007681
34005703103,1.973803626
34005703104,0.921738829
34005703201,11.8071517
34005703202,8.248841691
34005703203,0.882920201
34005703801,4.698851535
34005703802,3.145566248
34005703803,1.230882902
34005703804,5.711714595
34005703900,0.311732441
34005704004,0.297805039
34005704005,0.361555453
34005704006,0.023597841
34005704007,0.237525739
34005704008,1.611371729
34005704009,1.441985522
34005704011,1.402136644
34005704012,0.770551358
34005704013,0.205279388
34005704015,0.58693465
34005704016,0.680973471
34005704201,0.628571633
34005704202,2.086733849
34005704302,3.265067216
34005704500,3.005390074
34005704600,0.972925818
34005704801,2.57955548
34005981802,0.236210822
34005982111,0.259069054
34007600200,0.429298046
34007600400,0.250752034
34007600700,0.498782096
34007600800,0.16226171
34007600900,0.973559233
34007601000,0.593134705
34007601101,0.000470179
34007601102,0.00568193
34007601300,1.009047465
34007601400,0.381131087
34007601500,0.02480954
34007601600,0.216518163
34007601700,0.069106428
34007601800,1.557749331
34007601900,0.387347546
34007602000,0.943414645
34007602503,0.273402881
34007602601,1.78959575821646e-05
34007602901,0.525897583
34007602902,0.095901493
34007603201,0.300561943
34007603202,0.795006341
34007603301,0.004876465
34007603302,0.368493219
34007603400,0.594778806
34007603501,1.036566244
34007603503,0.182935343
34007603504,0.158279593
34007603505,0.501795922
34007603506,0.502462714
34007603507,0.396687124
34007603601,0.337640322
34007603602,0.203823566
34007603603,0.211127846
34007603700,0.429612024
34007603800,0.294922914
34007603901,0.17059324
34007603902,0.082734067
34007604100,0.243037137
34007604200,0.248108963
34007604300,0.048109115
34007604400,0.150349291
34007604600,0.048526592
34007604700,0.092285777
34007605100,0.537413662
34007605200,0.265857435
34007605300,0.617361135
34007605400,0.182070615
34007605602,0.008773932
34007605800,0.021277746
34007605900,0.009417435
34007606100,0.005982041
34007606200,0.221959985
34007606300,0.296075457
34007606400,0.170442963
34007606500,0.216999712
34007606700,0.000827687
34007606800,0.126308275
34007607000,0.536885103
34007607100,0.449051229
34007607200,0.145125131
34007607300,0.072521015
34007607401,0.035250216
34007607402,0.237108529
34007607502,0.432108552
34007607503,0.547029596
34007607504,0.467802926
34007607505,0.097014148
34007607506,0.002434791
34007607507,0.366619599
34007607600,0.363805848
34007607701,0.006816685
34007607702,0.172288622
34007607801,0.20848469
34007607802,0.075841039
34007607900,0.050417312
34007608001,0.024604244
34007608202,0.252862413
34007608205,0.177484963
34007608206,0.340978169
34007608209,0.065307774
34007608210,0.157842262
34007608211,0.015148108
34007608302,0.401894156
34007608303,0.305029495
34007608304,0.226901616
34007608403,0.113726586
34007608404,0.362620563
34007608503,0.005707336
34007608600,0.2435783
34007610300,1.403492822
34007610400,0.181423861
34007610500,1.401686079
34007610600,1.184131958
34007610800,1.485711965
34007610900,0.11704657
34007611000,1.767471767
34007611100,0.347633418
34007611200,0.278417084
34007611300,0.358747023
34007611400,0.311712313
34007611600,0.333635748
34007611700,0.304245881
34009020500,0.529766853
34009020600,31.01647805
34009021002,45.32286308
34009021803,2.638745377
34009021804,12.67950293
34009021805,5.535327578
34009021806,3.449895123
34009021900,14.33484072
34009022101,5.555281221
34009022102,7.683817488
34011010101,73.19784431
34011010103,1.593559084
34011010200,43.14176127
34011010301,41.35935954
34011010302,89.99184975
34011010401,52.64093069
34011010500,30.9790987
34011010600,11.39981772
34011010701,0.829651409
34011010702,1.480521676
34011010800,2.161591291
34011020100,0.300402469
34011020200,0.085095669
34011020301,0.092862665
34011020302,0.102725639
34011020400,0.298083892
34011020503,0.390138198
34011020600,0.789690077
34011030100,0.002522504
34011030200,0.413146468
34011030300,0.632443068
34011030401,0.380980603
34011030402,3.62727361
34011030501,2.558903356
34011030502,4.168881215
34011040500,0.104708849
34011040601,0.076878707
34011040602,0.03878917
